user_id,activity_level,home_type,grooming_preference,time_available,experience_level,preferred_dog_size,PetName,grooming_frequency_value,shedding_value,energy_level_value,trainability_value,demeanor_value,avg_weight_z,avg_height_z
373,Low,Large Apartment,Low,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
374,Low,House,Low,Limited,Expert,Small,Tibetan Spaniel,0.4,0.6,0.4,0.6,0.6,-1.1077833737964866,-1.557273935270929
375,Moderate,Rural,Low,Full-time,Expert,Large,Neapolitan Mastiff,0.4,0.6,0.6,0.2,0.2,2.350126876035992,1.4427798754497176
376,Low,House,Very High,Limited,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
377,Moderate,House,Very High,Full-time,First-time owner,Medium,Poodle (Standard),1.0,0.2,0.6,1.0,0.8,0.1523025647017896,-0.7001157036364584
378,Low,Large Apartment,Low,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
379,Moderate,Small Apartment,Medium,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
380,Very Low,Rural,High,Part-time,Experienced,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
381,Very High,Rural,Very High,Part-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
382,Very Low,Small Apartment,High,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
383,Very Low,Rural,Very High,Limited,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
384,Very Low,Small Apartment,Very High,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
385,Very Low,House,Very High,Minimal,Experienced,Small,Tibetan Spaniel,0.4,0.6,0.4,0.6,0.6,-1.1077833737964866,-1.557273935270929
386,Low,Rural,High,Part-time,First-time owner,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
387,Low,Small Apartment,Very Low,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
388,Very Low,Large Apartment,Very High,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
389,High,Small Apartment,Low,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
390,High,House,Medium,Full-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
391,Very Low,Rural,Medium,Limited,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
392,High,Large Apartment,High,Full-time,First-time owner,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
393,Low,Large Apartment,High,Minimal,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
394,Moderate,Rural,Very High,Full-time,First-time owner,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
395,Very High,Large Apartment,Very High,Full-time,Experienced,Medium,Miniature Schnauzer,1.0,0.2,0.6,1.0,0.6,-1.005218239267557,-1.0429789962902465
396,Low,Large Apartment,Medium,Limited,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
397,High,House,High,Full-time,First-time owner,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
398,Moderate,House,Medium,Part-time,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
399,Very Low,Small Apartment,Low,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
400,Very Low,Rural,Very High,Minimal,Expert,Medium,Clumber Spaniel,0.4,0.8,0.6,0.6,0.4,0.59186742696863,-0.1001049414923294
401,Very Low,Large Apartment,Very High,Part-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
402,High,Small Apartment,High,Part-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
403,Low,House,High,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
404,Very High,Large Apartment,High,Full-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
405,Low,Large Apartment,High,Part-time,Experienced,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
406,Very Low,House,Low,Limited,Expert,Medium,Lapponian Herder,0.4,0.6,0.6,1.0,0.4,0.59186742696863,-0.0143891183288821
407,Low,Small Apartment,High,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
408,Moderate,Rural,Very High,Part-time,Experienced,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
409,Low,Rural,Very Low,Minimal,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
410,Very High,Small Apartment,Low,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
411,Moderate,Small Apartment,Very High,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
412,Low,Large Apartment,High,Full-time,First-time owner,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
413,High,Rural,High,Full-time,First-time owner,Medium,Miniature American Shepherd,0.8,1.0,0.8,1.0,0.8,-0.580305539076278,-0.6143998804730111
414,Low,House,Medium,Minimal,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
415,Low,Small Apartment,Very Low,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
416,Very High,Large Apartment,Medium,Full-time,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
417,Low,Large Apartment,Low,Full-time,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
418,Very High,Large Apartment,Very Low,Part-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
419,Moderate,House,Low,Part-time,First-time owner,Medium,Border Terrier,0.4,0.4,0.6,0.8,0.8,-1.0638268875698025,-0.9572631731267998
420,Moderate,Large Apartment,Medium,Limited,Experienced,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
421,Very Low,House,Low,Limited,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
422,Very High,House,Very High,Part-time,Experienced,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
423,Very Low,House,Low,Part-time,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
424,Low,Rural,Low,Minimal,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
425,Moderate,Rural,Very High,Limited,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
426,Very Low,House,Low,Minimal,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
427,Very High,Large Apartment,High,Full-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
428,Low,House,Very Low,Full-time,First-time owner,Small,Lancashire Heeler,0.2,0.6,0.8,0.8,0.8,-1.0784790496453638,-1.3858422889440352
429,Low,Rural,Low,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
430,Low,Large Apartment,Very High,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
431,Very Low,Rural,Very Low,Minimal,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
432,Very Low,Rural,Low,Limited,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
433,Moderate,Rural,Very High,Full-time,Experienced,Medium,Miniature Schnauzer,1.0,0.2,0.6,1.0,0.6,-1.005218239267557,-1.0429789962902465
434,High,Small Apartment,High,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
435,Low,House,High,Limited,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
436,Low,House,Medium,Limited,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
437,Very High,Small Apartment,Very Low,Full-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
438,Moderate,Large Apartment,Very Low,Limited,First-time owner,Medium,Border Terrier,0.4,0.4,0.6,0.8,0.8,-1.0638268875698025,-0.9572631731267998
439,Very Low,Rural,Medium,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
440,Very Low,Rural,Very High,Part-time,Experienced,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
441,Very High,Rural,High,Full-time,Experienced,Medium,Akita,0.8,0.6,0.8,1.0,0.6,1.4709971515023108,1.1856324059593772
442,Very Low,Small Apartment,Very Low,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
443,Moderate,Large Apartment,Very High,Full-time,Experienced,Small,Bichon Frise,1.0,0.2,0.6,0.6,1.0,-1.0198704013431183,-1.471558112107482
444,High,Large Apartment,High,Full-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
445,Low,Rural,Very High,Part-time,First-time owner,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
446,Moderate,Small Apartment,High,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
447,Low,Large Apartment,Medium,Minimal,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
448,High,Large Apartment,Low,Full-time,Experienced,Medium,Barbet,0.4,0.2,0.6,0.6,0.8,0.0057809439461759,0.4570479090700766
449,Very Low,Small Apartment,Medium,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
450,High,Large Apartment,Medium,Full-time,Expert,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
451,Moderate,House,Very Low,Full-time,First-time owner,Small,Lancashire Heeler,0.2,0.6,0.8,0.8,0.8,-1.0784790496453638,-1.3858422889440352
452,Very Low,Small Apartment,Very High,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
453,Low,House,Very High,Minimal,Expert,Medium,Lapponian Herder,0.4,0.6,0.6,1.0,0.4,0.59186742696863,-0.0143891183288821
454,High,Small Apartment,Very High,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
455,Low,Rural,Low,Full-time,Expert,Medium,Clumber Spaniel,0.4,0.8,0.6,0.6,0.4,0.59186742696863,-0.1001049414923294
456,Moderate,Small Apartment,High,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
457,Very High,Large Apartment,Very High,Part-time,Experienced,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
458,Very High,Small Apartment,Low,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
459,Low,House,Very Low,Minimal,Experienced,Small,Tibetan Spaniel,0.4,0.6,0.4,0.6,0.6,-1.1077833737964866,-1.557273935270929
460,Low,Rural,Very Low,Limited,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
461,Very Low,Large Apartment,Low,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
462,Very High,Rural,Very Low,Part-time,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
463,Low,Small Apartment,Very High,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
464,Very High,Rural,Very High,Full-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
465,Low,Small Apartment,Very Low,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
466,Moderate,Small Apartment,Very Low,Part-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
467,Very Low,Small Apartment,Very High,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
468,Very Low,Rural,Very High,Limited,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
469,Low,Small Apartment,Very Low,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
470,Low,Small Apartment,Very High,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
471,Low,Small Apartment,Very Low,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
472,Very Low,House,High,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
473,Very Low,House,Very Low,Minimal,Experienced,Small,Tibetan Spaniel,0.4,0.6,0.4,0.6,0.6,-1.1077833737964866,-1.557273935270929
474,Moderate,House,Very High,Full-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
475,Very Low,Small Apartment,Medium,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
476,Low,Large Apartment,Very Low,Limited,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
477,Low,Small Apartment,Low,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
478,Moderate,Rural,Very Low,Part-time,Experienced,Medium,American Staffordshire Terrier,0.2,0.4,0.6,0.6,0.6,0.1523025647017896,-0.1858207646557762
479,Moderate,Large Apartment,High,Part-time,Experienced,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
480,Low,Rural,Medium,Minimal,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
481,Low,Large Apartment,High,Minimal,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
482,Very High,Rural,Very Low,Full-time,First-time owner,Medium,Swedish Vallhund,0.2,0.6,1.0,1.0,0.8,-0.6535663494540846,-1.1072658636628323
483,Very High,Rural,Very High,Full-time,Experienced,Medium,Akita,0.8,0.6,0.8,1.0,0.6,1.4709971515023108,1.1856324059593772
484,Moderate,Rural,Very Low,Limited,Experienced,Medium,American Staffordshire Terrier,0.2,0.4,0.6,0.6,0.6,0.1523025647017896,-0.1858207646557762
485,Very Low,Large Apartment,Very Low,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
486,Low,House,High,Limited,First-time owner,Small,Affenpinscher,0.6,0.6,0.6,0.8,1.0,-1.210348508325416,-1.5144160236892057
487,Low,Rural,Very Low,Minimal,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
488,Low,Rural,Medium,Part-time,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
489,Very High,Small Apartment,Medium,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
490,Low,Large Apartment,Very Low,Limited,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
491,Very Low,Large Apartment,Medium,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
492,High,Rural,High,Full-time,Expert,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
493,Very Low,Large Apartment,Very High,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
494,High,Large Apartment,Low,Full-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
495,Low,Rural,High,Minimal,Expert,Medium,Clumber Spaniel,0.4,0.8,0.6,0.6,0.4,0.59186742696863,-0.1001049414923294
496,Low,House,Very Low,Minimal,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
497,Very Low,Rural,Very Low,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
498,Moderate,Rural,High,Limited,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
499,Low,Small Apartment,Medium,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
500,Low,Small Apartment,Medium,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
501,High,Rural,High,Full-time,First-time owner,Medium,Miniature American Shepherd,0.8,1.0,0.8,1.0,0.8,-0.580305539076278,-0.6143998804730111
502,Moderate,Rural,Very Low,Limited,Experienced,Medium,American Staffordshire Terrier,0.2,0.4,0.6,0.6,0.6,0.1523025647017896,-0.1858207646557762
503,Low,Rural,Very Low,Limited,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
504,Moderate,Small Apartment,Medium,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
505,Low,Large Apartment,Very High,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
506,Very Low,House,Very Low,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
507,Low,Rural,High,Part-time,Experienced,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
508,Low,House,Medium,Limited,First-time owner,Small,Affenpinscher,0.6,0.6,0.6,0.8,1.0,-1.210348508325416,-1.5144160236892057
509,Moderate,Rural,High,Limited,Experienced,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
510,High,Large Apartment,Medium,Full-time,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
511,High,Rural,Very Low,Full-time,First-time owner,Medium,Portuguese Pointer,0.2,0.4,0.8,1.0,0.8,-0.0821320285071921,0.3713320859066298
512,Low,Rural,Low,Limited,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
513,High,Large Apartment,Medium,Full-time,Experienced,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
514,Very Low,Small Apartment,Very Low,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
515,High,Rural,Low,Part-time,Expert,Medium,Clumber Spaniel,0.4,0.8,0.6,0.6,0.4,0.59186742696863,-0.1001049414923294
516,Very High,House,High,Part-time,First-time owner,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
517,Very Low,House,Very Low,Part-time,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
518,Low,Rural,High,Minimal,Expert,Medium,Clumber Spaniel,0.4,0.8,0.6,0.6,0.4,0.59186742696863,-0.1001049414923294
519,Very High,Large Apartment,Medium,Part-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
520,Low,Rural,Medium,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
521,Very Low,Large Apartment,Medium,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
522,Very High,Small Apartment,Low,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
523,Very Low,Small Apartment,Very Low,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
524,Very High,House,Medium,Full-time,Expert,Small,Russell Terrier,0.4,0.4,1.0,0.6,0.8,-1.1077833737964866,-1.3858422889440352
525,Very High,House,High,Full-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
526,Very Low,House,Very Low,Minimal,Experienced,Small,Tibetan Spaniel,0.4,0.6,0.4,0.6,0.6,-1.1077833737964866,-1.557273935270929
527,Low,House,High,Minimal,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
528,Low,Large Apartment,Very Low,Minimal,Expert,Small,Chihuahua,0.2,0.4,0.6,0.4,0.6,-1.2836093187032225,-2.157284697415059
529,Very Low,Rural,Very High,Limited,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
530,Very Low,Small Apartment,High,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
531,Low,Large Apartment,Low,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
532,Very Low,Small Apartment,Medium,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
533,Very Low,Rural,Low,Limited,Expert,Medium,Clumber Spaniel,0.4,0.8,0.6,0.6,0.4,0.59186742696863,-0.1001049414923294
534,Low,Small Apartment,Medium,Part-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
535,High,House,Low,Full-time,Expert,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
536,Very Low,Small Apartment,Very Low,Full-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
537,Low,Rural,Very High,Limited,Expert,Large,Caucasian Shepherd Dog,0.6,0.8,0.4,0.4,0.2,2.4819963347160443,1.271348229122824
538,Moderate,Small Apartment,Very Low,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
539,Very Low,Rural,High,Minimal,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
540,Very Low,Large Apartment,Very Low,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
541,Moderate,Small Apartment,High,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
542,Moderate,Rural,Very Low,Limited,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
543,Moderate,House,Very Low,Part-time,Expert,Large,Mastiff,0.2,0.4,0.6,0.6,0.6,3.668821462836513,1.657069433358336
544,Moderate,Rural,Very Low,Part-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
545,Very High,Large Apartment,Medium,Part-time,Experienced,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
546,Moderate,Large Apartment,Very Low,Full-time,Experienced,Small,Cairn Terrier,0.4,0.4,0.6,0.6,0.8,-1.0638268875698025,-1.6001318468526526
547,Low,House,High,Minimal,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
548,High,Rural,High,Full-time,Experienced,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
549,Very Low,Small Apartment,Low,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
550,High,Small Apartment,Very High,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
551,Very Low,Rural,Very High,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
552,Very High,Large Apartment,Very High,Part-time,Experienced,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
553,Moderate,Rural,Very High,Full-time,Experienced,Medium,Miniature Schnauzer,1.0,0.2,0.6,1.0,0.6,-1.005218239267557,-1.0429789962902465
554,Very High,Rural,Very Low,Part-time,Experienced,Medium,American Bulldog,0.2,0.6,0.8,0.6,0.6,0.8849106684798567,0.5856216438152473
555,High,House,Medium,Full-time,Experienced,Small,Affenpinscher,0.6,0.6,0.6,0.8,1.0,-1.210348508325416,-1.5144160236892057
556,Low,Large Apartment,Very Low,Part-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
557,Very Low,Small Apartment,Very High,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
